,station_name,station_latitude,station_longitude,yelp_id,poi_name,poi_title,poi_rating,poi_review_count,poi_price,poi_distance
370,Hornby & Nelson,49.28062,-123.12482,OjVRMDAvq93MOmPCd23uCA,Honolulu Coffee,Coffee & Tea,4.5,148,2,75.41470040091586
371,Hornby & Nelson,49.28062,-123.12482,nV-MkqGnkH1fyxuVCs5Jpw,JOEY Burrard,Canadian (New),4.0,532,2,268.9322867509866
372,Hornby & Nelson,49.28062,-123.12482,PPAT6YnBJaJ0B3TpaPN-VQ,Haraheri,Japanese,3.5,262,3,70.14210158895996
373,Hornby & Nelson,49.28062,-123.12482,g-WSOodoG-L81DFYWM0FMQ,Italian Kitchen,Italian,3.5,635,3,233.7330841969079
374,Hornby & Nelson,49.28062,-123.12482,2rME5YVpz8HlUXmEXuR-ew,The Templeton,Breakfast & Brunch,4.0,517,2,238.39023628080975
375,Hornby & Nelson,49.28062,-123.12482,95Jkn4OCv9JHhv2PrE0e7Q,Teaspoons & Company,Bubble Tea,4.5,78,1,126.6190984648665
376,Hornby & Nelson,49.28062,-123.12482,HrmXBx51bAXftEMAJy0iew,Hubbub,Sandwiches,4.0,226,1,201.7844394263266
377,Hornby & Nelson,49.28062,-123.12482,DBaxxVNg13ng0_MfosTMJw,Earls Kitchen + Bar,Canadian (New),3.5,275,2,118.48016678867512
378,Hornby & Nelson,49.28062,-123.12482,DJplkq9x17wm2V4vIT4brg,Boulevard,Seafood,4.0,271,3,242.987099952641
379,Hornby & Nelson,49.28062,-123.12482,w4akEdaAoTT-bIgStOqeng,Burgoo Bistro,Comfort Food,4.0,163,2,222.8828643707278
380,Hornby & Nelson,49.28062,-123.12482,d8Ft7RlTYeR1v4owVyK6Dg,Pacifico Pizzeria & Ristorante,Pizza,3.5,258,2,144.18769420498006
381,Hornby & Nelson,49.28062,-123.12482,QeHqiRcA9C-6zA-j6_YkIQ,Salathai Thai Restaurant,Thai,3.5,420,2,186.07858001203616
382,Hornby & Nelson,49.28062,-123.12482,2vXKCM4qvVhCiYuCjOSMEw,Bacchus Restaurant & Lounge,Lounges,4.0,181,3,242.44226373019066
383,Hornby & Nelson,49.28062,-123.12482,yQ0MVb_ffIp5xIb6L5LzKw,The Alley,Bubble Tea,3.5,94,2,21.577779459892728
384,Hornby & Nelson,49.28062,-123.12482,k3C_bH4vPWQxrPifO2kWfA,Pokerrito,Poke,4.0,53,2,20.529750261764175
385,Hornby & Nelson,49.28062,-123.12482,O7yK196WXqGBOxK8KNgVwg,One Saigon,Vietnamese,3.5,81,1,20.706847548330362
386,Helmcken & Burrard,49.279938,-123.127478,w4akEdaAoTT-bIgStOqeng,Burgoo Bistro,Comfort Food,4.0,163,2,16.40575730806624
387,Helmcken & Burrard,49.279938,-123.127478,as2xQt48ltKKDUQbMCBrMw,Shizen Ya,Japanese,4.0,581,2,231.9912060205593
388,Helmcken & Burrard,49.279938,-123.127478,sGqCaAqgYbUWK8C4sjFBTw,Gyu-Kaku Japanese BBQ,Japanese,4.0,387,2,163.5893677482854
389,Helmcken & Burrard,49.279938,-123.127478,gX0vuxzCD2aFBEeRUFJWpg,Breka Bakery & Cafe,Coffee & Tea,4.0,316,2,170.0552018768877
390,Helmcken & Burrard,49.279938,-123.127478,OjVRMDAvq93MOmPCd23uCA,Honolulu Coffee,Coffee & Tea,4.5,148,2,178.82537703638047
391,Helmcken & Burrard,49.279938,-123.127478,2rME5YVpz8HlUXmEXuR-ew,The Templeton,Breakfast & Brunch,4.0,517,2,264.37419946091285
392,Helmcken & Burrard,49.279938,-123.127478,dplKdpONowTjlPZvq0wSRw,Elysian Coffee,Coffee & Tea,4.0,61,1,17.754781685666188
393,Helmcken & Burrard,49.279938,-123.127478,PPAT6YnBJaJ0B3TpaPN-VQ,Haraheri,Japanese,3.5,262,3,161.0738425687182
394,Helmcken & Burrard,49.279938,-123.127478,Q2FYU9vFPEoOEMAeNP4enQ,Banana Leaf,Malaysian,3.5,238,2,188.30599001848375
395,Helmcken & Burrard,49.279938,-123.127478,4WMFY6wWQNO3OsL5ykwGCQ,Sushi Mugen,Sushi Bars,4.0,102,2,151.76491165009614
396,Helmcken & Burrard,49.279938,-123.127478,D2eKN83sUaQ3gmp7oVWFeg,The Fountainhead Pub,Pubs,4.0,127,2,168.58308444290762
397,Helmcken & Burrard,49.279938,-123.127478,8JZ0c6hYsmzr4d-89hEuwQ,The Pawn Shop YVR,Desserts,4.0,145,2,257.1023010720573
398,Helmcken & Burrard,49.279938,-123.127478,sUKh87XEmpy5n9BaLiQEIw,Nando's,Portuguese,3.5,202,2,229.80199891250405
399,Helmcken & Burrard,49.279938,-123.127478,pdpIttgbYMkQ22_sjcaXLw,The Refinery,Wine Bars,4.0,155,2,259.3858218802836
400,Helmcken & Burrard,49.279938,-123.127478,eklI9ibxTgQ4Tx5VsoP2Uw,Kadoya Japanese Restaurant,Japanese,3.5,210,2,226.29027011402408
401,Helmcken & Burrard,49.279938,-123.127478,2a3szzbszzWYvVBuqjNSKw,Vera's Burger Shack,Burgers,3.5,139,2,194.5207604446888
402,Helmcken & Burrard,49.279938,-123.127478,KyaO0C3BrWMnTTs_p3ATjA,Donair King Restaurant,Middle Eastern,4.0,85,1,191.1817262864754
403,Helmcken & Burrard,49.279938,-123.127478,8_Luerj7LEVuSb5ll_7hlg,AMOKA Coffee and Bites,Desserts,4.0,79,1,236.5819651104078
404,Helmcken & Burrard,49.279938,-123.127478,Tty7XQtzwMMIOp9YuWUABg,Relish Gastropub and Bar,Gastropubs,3.5,97,2,161.0738425687182
405,Helmcken & Burrard,49.279938,-123.127478,GMh5idXqFBF9xgc-HOYjFA,C Prime,Steakhouses,3.5,72,3,107.74907891635104
406,Pacific & Richards,49.273663,-123.127075,NBiBIk83cYjWnFS8QTJWyg,Kaide Sushi,Sushi Bars,4.5,238,2,65.45433566385933
407,Pacific & Richards,49.273663,-123.127075,agMh6QkfpjAxmu0O5fnNPQ,Linh Cafe,Vietnamese,4.0,280,2,210.3094161281902
408,Pacific & Richards,49.273663,-123.127075,UwQyc3prSQp3pnvdSSmlaQ,Tasty Indian Bistro,Indian,4.0,194,2,236.8028320192307
409,Pacific & Richards,49.273663,-123.127075,Pi9WLGqYxCq-T_w2yUk5NA,Ganache Patisserie,Patisserie/Cake Shop,4.0,143,2,233.9974359707465
410,Pacific & Richards,49.273663,-123.127075,fgmL4_Q7FjhfbaHUbXxYAQ,Soho Bar & Billiards,Pool Halls,3.5,46,2,209.4788666421245
411,Pacific & Richards,49.273663,-123.127075,5-6h5lbOmnQpgN54gCR_CQ,Menchie's Frozen Yogurt,Ice Cream & Frozen Yogurt,4.0,18,1,288.57812801646685
412,Chilco & Beach,49.28972,-123.144028,rhkj-58IoZ9p_CvYS3NbOQ,La Catrina Tacos,Mexican,4.5,116,1,295.0203505186283
413,Chilco & Beach,49.28972,-123.144028,Ioo3FfjgrfUD1ofm9dS9tQ,Sylvia's Restaurant and Lounge,Canadian (New),3.0,86,2,159.32581418306896
414,Chilco & Beach,49.28972,-123.144028,xLKE3mpDl310Vag2P72XIw,Babylon Café,Middle Eastern,3.5,103,1,314.9552204953865
415,Chilco & Beach,49.28972,-123.144028,xShqhti6TQo5kxWs2fszJQ,Mediterranean Grill,Greek,2.5,119,2,315.5903792590243
416,Comox & Broughton,49.285253,-123.134356,RGCT70v8c-k6a0mwItFjGw,Greenhorn Cafe,Cafes,4.0,165,2,158.1337889296249
417,Comox & Broughton,49.285253,-123.134356,RM8UK5qm9PCC0b9XWxj2OA,Cardero Cafe,Coffee & Tea,4.0,61,1,219.3871654337054
418,Bute & Comox,49.283343,-123.131099,z-1HXkudDPE4bY1TbCwE8Q,La Belle Patate,Fast Food,4.0,533,2,222.31989872117697
419,Bute & Comox,49.283343,-123.131099,o5YLdmUogknjtDzUBv5Smw,Tom Sushi,Sushi Bars,4.5,168,2,219.69697368713054
420,Bute & Comox,49.283343,-123.131099,18aIKschS0rNDNr0sXWtww,Davie Dosa Company,Indian,4.0,185,2,231.89364513773373
421,Bute & Comox,49.283343,-123.131099,hQoFgRJhYZn4AM5uE3c9fA,Donair Dude,Middle Eastern,3.5,264,1,257.94128818751784
422,Bute & Comox,49.283343,-123.131099,76xTSDJ_Ugn2N9egbRMFEw,India Bistro,Indian,3.5,198,2,233.19377240352574
423,Bute & Comox,49.283343,-123.131099,wzdPbAjz6UmfN2KRxD0LBg,Disco Cheetah,Korean,4.5,57,2,220.86972820068752
424,Bute & Comox,49.283343,-123.131099,0-GUtXbpzDsU8XJBz24RYw,Pho Central,Vietnamese,3.5,164,1,230.56037771596883
425,Bute & Comox,49.283343,-123.131099,KBFdi6qNgzNY3g0gmRSWwg,Disco Cheetah,Food Trucks,4.0,43,2,241.10933482670947
426,Bute & Comox,49.283343,-123.131099,m3-RTbihterH_6kp9sgT5g,The Pumpjack Pub,Gay Bars,4.0,46,2,226.0094034203314
427,Bute & Comox,49.283343,-123.131099,_nsu0ja3_tx8YakElRcC4g,Vancouver European Deli,Delis,4.0,34,2,251.98914260701636
428,Bute & Comox,49.283343,-123.131099,ZjFTVTIwPjwwva3DzNGsew,The Italians,Italian,4.0,49,3,285.66377829769397
429,Bute & Comox,49.283343,-123.131099,9yhd-IfRq7HRz-ipO4AMDQ,Melriches Coffeehouse,Coffee & Tea,3.5,76,1,264.90519765450927
430,Bute & Comox,49.283343,-123.131099,VyHdjx6K9XNfjsh2_2PqFA,Thida Thai Resturant,Thai,3.5,65,2,220.95523427440708
431,Bute & Comox,49.283343,-123.131099,7IVWvS5fwG2xyYvexqfWZg,Blenz Coffee,Coffee & Tea,3.5,37,1,223.45903227812764
432,Bute & Comox,49.283343,-123.131099,1F2x_49ozaNVpmDD02D_vg,1181,Gay Bars,3.0,52,2,231.01183622802898
433,Bute & Comox,49.283343,-123.131099,wKSaReQwhOl8BdQbJxxGbw,Maple Leaf Bakery,Bakeries,4.0,24,1,252.53353044214654
434,Bute & Comox,49.283343,-123.131099,dg330bwIZ0mzo3Rddt1lOQ,Downtown Sushi Bar Japanese Restaurant,Japanese,2.5,118,2,227.56910910969415
435,Bute & Comox,49.283343,-123.131099,Igfiupxoc3UcJNHT4dz4mw,Ho Ho’s Yummy Food,Chinese,2.5,63,1,255.08106560412892
436,Bute & Comox,49.283343,-123.131099,vc1XzzsXHsDmo4UPNS_7Ag,Yummy Pizza,Pizza,3.0,37,1,257.62747884991325
437,Bute & Comox,49.283343,-123.131099,JpunXfNYyZJrh2nj7-r69w,KFC,Chicken Wings,2.0,52,1,240.94215238071502
438,Cambie & Water,49.284605,-123.108662,n4y_jKEQLIQeDjHge9uJvw,Pourhouse Restaurant,Cocktail Bars,4.0,542,2,57.21557538363686
439,Cambie & Water,49.284605,-123.108662,dX6y4zA-1AtWsYnT4AZXNg,Revolver,Coffee & Tea,4.5,587,1,167.34814791942603
440,Cambie & Water,49.284605,-123.108662,5T0vKfIJWP1xTnxA7fJ17w,Meat & Bread,Sandwiches,4.0,782,2,225.48682378064697
441,Cambie & Water,49.284605,-123.108662,MTrkGD8e4LRxTpUiYek9aQ,Timbertrain Coffee Roasters - Gastown,Coffee Roasteries,4.5,239,2,99.21468666714553
442,Cambie & Water,49.284605,-123.108662,IKWsLkiJLA4YwiIoxnaZaQ,Nuba in Gastown,Mediterranean,4.0,735,3,216.95454856722316
443,Cambie & Water,49.284605,-123.108662,nct5iYSlXQLe9ln-EmDdcQ,Purebread,Bakeries,4.5,416,2,240.65844262350763
444,Cambie & Water,49.284605,-123.108662,vXTo69v2bGEyuBdT0X1hrw,La Taqueria Pinche Taco Shop,Mexican,4.5,514,2,234.6416885148945
445,Cambie & Water,49.284605,-123.108662,WdywxkSYEc_nw0kqNfRZsg,Steamworks Brewing Company,Pubs,3.5,773,2,136.6593892883807
446,Cambie & Water,49.284605,-123.108662,MWerlIaV9pIcFpWsrtC-cg,Black Frog Eatery,Pubs,4.0,206,2,1.9733124149095305
447,Cambie & Water,49.284605,-123.108662,r-UGAU1-PsZ6HNZW237O-Q,Salt Tasting Room,Wine Bars,4.0,503,2,238.20944623351042
448,Cambie & Water,49.284605,-123.108662,oiuMkUcxnTdzeUpCNmVzWA,Guu with Otokomae,Japanese,4.0,375,2,125.65651198311235
449,Cambie & Water,49.284605,-123.108662,4lKygNwoHQNhQrNmsWPn2g,Finch's Tea & Coffee House,Coffee & Tea,4.5,414,2,299.0290904918048
450,Cambie & Water,49.284605,-123.108662,iq34B4GAuhYrb9FS1hI8wA,Water Street Cafe,Italian,3.5,299,2,60.59565126065178
451,Cambie & Water,49.284605,-123.108662,GQK8trvjFDBuETAchTMVIA,Nemesis Coffee,Cafes,4.5,202,2,230.64208779034962
452,Cambie & Water,49.284605,-123.108662,akINFa7gj4J3Yoa4rL82MQ,Al Porto,Italian,3.5,236,2,51.00226735962649
453,Cambie & Water,49.284605,-123.108662,8PUG0FRddwpH5npNZyRZ6A,Brioche Ristorante & Catering,Italian,4.0,230,2,136.971297219774
454,Cambie & Water,49.284605,-123.108662,FfS4puntZmGp3Emi09wZcw,Bambo Café,Coffee & Tea,4.0,101,1,105.09778092769568
455,Cambie & Water,49.284605,-123.108662,IwujNE6nVlstnFFfMzGbKg,Jules French Bistro,French,4.0,227,2,208.05782554691703
456,Cambie & Water,49.284605,-123.108662,C58CusJWfndaAlyAoh6qhg,Rogue Kitchen & Wetbar,American (Traditional),3.5,393,2,217.28802520199514
457,Cambie & Water,49.284605,-123.108662,wL4J5ytcddYRw_F9GobnlQ,Momo Sushi,Sushi Bars,3.5,223,2,130.4942243920963
458,Keefer & Abbott,49.279821,-123.10802,LjdbthVdtLYKSi7iVAFl0g,Jam Cafe on Beatty,Breakfast & Brunch,4.5,1306,2,127.67496680418306
459,Keefer & Abbott,49.279821,-123.10802,_4R46MNkwx9MeOyt0YfNxA,Chambar,Belgian,4.0,1522,3,142.8578407789194
460,Keefer & Abbott,49.279821,-123.10802,ljnjap6GNVMvS1DNzgDOYA,Caveman Cafe,Organic Stores,4.5,270,2,130.42998684206637
461,Keefer & Abbott,49.279821,-123.10802,sUxHZhLvTrLE4eoewdv-ug,Pizzeria Ludica,Pizza,4.0,179,2,41.88700522454694
462,Keefer & Abbott,49.279821,-123.10802,z2tHNBxoQ-_CoczbhzLNrQ,TAKO,Korean,4.0,212,1,105.40777441226605
463,Keefer & Abbott,49.279821,-123.10802,IzV22QQpDf3bRgkilWI9Yg,Bali Thai,Indonesian,4.5,90,1,139.38803734920504
464,Keefer & Abbott,49.279821,-123.10802,rOHGRHbyDcwLEbDn0lIejg,Taishoken Ramen,Ramen,3.5,255,2,106.74761439043661
465,Keefer & Abbott,49.279821,-123.10802,cLGh_q9jWTpp53tsj29S-w,The Dirty Apron Delicatessen,Cafes,4.5,67,2,115.4088528865575
466,Keefer & Abbott,49.279821,-123.10802,CjQMcgDgX_RdpSNby266oA,Tsuki Sushi Bar,Sushi Bars,4.0,193,2,131.84096276377525
467,Keefer & Abbott,49.279821,-123.10802,7QxNOgk7pezCzruH8jL45w,Einstein Wrap House,Middle Eastern,4.5,62,1,95.05612787286583
468,Keefer & Abbott,49.279821,-123.10802,Oix8SM8MDC4MAlY02SLYGg,Save On Meats,Diners,4.0,347,2,272.2742076431889
469,Keefer & Abbott,49.279821,-123.10802,K7c5urKrmZ5CZeldngwzig,Devil's Elbow Ale & Smoke House,Gastropubs,3.5,191,2,128.69756227691968
470,Keefer & Abbott,49.279821,-123.10802,7Y9dgVNnW6gxeEkdK-gzgg,Papparoti,Coffee & Tea,4.5,34,2,57.71893325405972
471,Keefer & Abbott,49.279821,-123.10802,cq_L0RPXHZ2MjPEkWLRDCQ,Sushi Den,Japanese,3.0,165,2,59.69980678156216
472,Keefer & Abbott,49.279821,-123.10802,zLQ9EQ8qAhEfXDc-2AieVQ,Catfe,Cafes,3.5,102,2,65.10114715010293
473,Keefer & Abbott,49.279821,-123.10802,R8A5hjAtOhGzEf1KBA6xyA,Shiny Tea,Bubble Tea,4.0,53,1,100.11483991002852
474,Keefer & Abbott,49.279821,-123.10802,Ebu8VPDeehcRbxzaDN5fDg,Charisma Cafe & Dessert House,Desserts,4.0,43,1,53.03039076326108
475,Keefer & Abbott,49.279821,-123.10802,-RStLKSNyENyOK5_kUEPtg,Prado Cafe,Cafes,4.0,90,2,232.20189623614482
476,Keefer & Abbott,49.279821,-123.10802,g2H-Ml9RJp3aHzdAr8Mkwg,Congee Noodle Delight,Chinese,3.5,89,1,155.75111448341627
477,Keefer & Abbott,49.279821,-123.10802,gS4qhjvrE-mNEo87cYS_Gw,The Pint Public House,Sports Bars,3.0,268,2,179.94627485427284
478,Expo & Carrall,49.278004,-123.105664,z2tHNBxoQ-_CoczbhzLNrQ,TAKO,Korean,4.0,212,1,210.53308378343897
479,Expo & Carrall,49.278004,-123.105664,sUxHZhLvTrLE4eoewdv-ug,Pizzeria Ludica,Pizza,4.0,179,2,305.48553011944153
480,Expo & Carrall,49.278004,-123.105664,cq_L0RPXHZ2MjPEkWLRDCQ,Sushi Den,Japanese,3.0,165,2,210.29150408218058
481,Expo & Carrall,49.278004,-123.105664,zLQ9EQ8qAhEfXDc-2AieVQ,Catfe,Cafes,3.5,102,2,244.10251106921132
482,Expo & Carrall,49.278004,-123.105664,7Y9dgVNnW6gxeEkdK-gzgg,Papparoti,Coffee & Tea,4.5,34,2,319.53597868374965
483,Expo & Carrall,49.278004,-123.105664,Ebu8VPDeehcRbxzaDN5fDg,Charisma Cafe & Dessert House,Desserts,4.0,43,1,309.6650401665911
484,Expo & Carrall,49.278004,-123.105664,IyN8vVGNV7SZ6fulQ7O5LA,Uncle Fatih’s Pizza,Pizza,3.0,53,1,190.49316108120703
485,Expo & Carrall,49.278004,-123.105664,ceuAnWfWCUDm44cabSphGQ,Blenz Coffee,Coffee & Tea,3.0,32,2,235.97082670786625
486,Expo & Carrall,49.278004,-123.105664,pTb_47lRXCUVlHvQiv1ClA,Qieu Café,Vietnamese,2.5,41,1,196.60164070688307
487,Expo & Carrall,49.278004,-123.105664,YyFoVGDV6h8XsdFj8P_-NQ,Kanzo,Japanese,3.5,23,2,184.11669720925963
488,Expo & Carrall,49.278004,-123.105664,yd7wbd4MaiUVoxeU_-XYjw,Blenz Coffee,Coffee & Tea,2.5,35,2,235.97082670786625
489,Expo & Carrall,49.278004,-123.105664,ctiwRYVCcqoaInSfBm-KZg,Starbucks,Coffee & Tea,2.5,33,1,247.84288396042336
490,Expo & Carrall,49.278004,-123.105664,MVaobM7jW9teT4YjtXY51Q,Freshslice Pizza,Pizza,3.0,15,1,208.4239228801141
491,Expo & Carrall,49.278004,-123.105664,ZIVzL7wFwvKM1hrTrWZknw,Q Vietnamese Cafe,Vietnamese,2.5,10,1,196.60637569307642
492,Expo & Carrall,49.278004,-123.105664,QnI-EL9L0sUlKZmncLKE3Q,Subway,Sandwiches,2.5,7,1,195.14937617735714
493,Keefer & Columbia,49.279342,-123.101822,azoKlaqB7hdfMs_1zr9uBw,The Keefer Bar,Lounges,4.0,284,2,29.957171965751193
494,Keefer & Columbia,49.279342,-123.101822,uxJqItMyU6pAJxxmveiXBw,Chinatown BBQ,Chinese,4.5,240,2,108.4038075894629
495,Keefer & Columbia,49.279342,-123.101822,K1943yeGQELTUeiH6bDa2g,Bao Bei Chinese Brasserie,Chinese,4.0,401,3,95.25135985212978
496,Keefer & Columbia,49.279342,-123.101822,bb2yORNNEc22UH17ei7ntw,Virtuous Pie,Pizza,4.0,285,2,141.0659808933917
497,Keefer & Columbia,49.279342,-123.101822,NN19pPLwqETuATMNlUNb_Q,New Town Bakery & Restaurant,Chinese,3.5,370,1,116.82008064570702
498,Keefer & Columbia,49.279342,-123.101822,MbdhO2b7-88vSPrSfyqaRw,Mello,Donuts,4.5,213,1,252.06477349444097
499,Keefer & Columbia,49.279342,-123.101822,jENYBO-hThuNhIBZBw3n4A,Pacific Poke,Hawaiian,4.5,149,2,134.78361035210992
500,Keefer & Columbia,49.279342,-123.101822,nNhGmSP8xcBAWokkNv0m1w,Calabash Bistro,Caribbean,4.0,285,2,254.24076550517165
501,Keefer & Columbia,49.279342,-123.101822,XZg7TWr4eBiVXeSca2_JUg,The Ramen Butcher,Ramen,3.5,374,2,236.76268078589024
502,Keefer & Columbia,49.279342,-123.101822,zs5zgv7rNOXurPQnqdW-qA,Fat Mao Noodles,Asian Fusion,4.0,220,2,220.07947289127384
503,Keefer & Columbia,49.279342,-123.101822,z8Ll85vU-pEELbqbb7K-9w,Dalina,Grocery,4.5,81,2,147.02559792209624
504,Keefer & Columbia,49.279342,-123.101822,aFOMOdl6Qe6Qr5paoQmYYQ,"Juke Fried Chicken, Ribs and Cocktail Bar",American (Traditional),3.0,318,2,109.89939181525843
505,Keefer & Columbia,49.279342,-123.101822,iAw0VVcIb9wBuV8UWFhNdg,DD Mau Chinatown,Vietnamese,4.0,91,2,156.08390189260638
506,Keefer & Columbia,49.279342,-123.101822,iLeNiouZRJ0xNGNY8SrJLQ,Sai Woo,Asian Fusion,3.5,164,2,117.9080623591927
507,Keefer & Columbia,49.279342,-123.101822,-rfxpW-yQOWm-ZkbM8C6pQ,Jade Dynasty Restaurant,Dim Sum,3.5,181,2,144.76902772060453
508,Keefer & Columbia,49.279342,-123.101822,bR0AwfXJlNxMP0387deRRw,Matchstick,Cafes,4.0,97,1,197.26409147700403
509,Keefer & Columbia,49.279342,-123.101822,90XZXjKo4ol0BqyOBQoJ8g,Floata Seafood Restaurant,Seafood,2.5,200,2,77.82506815108644
510,Keefer & Columbia,49.279342,-123.101822,871ts4HSGHxbZlZes52EoA,The Chinese Tea Shop,Coffee & Tea,4.5,23,2,134.09767797263547
511,Keefer & Columbia,49.279342,-123.101822,AZaSqdPoPvsfTDnAMeoOkw,Ba Le Sandwich Shop,Sandwiches,3.5,78,1,176.17899693478117
512,Keefer & Columbia,49.279342,-123.101822,ZOtPZtoI36Isu5lEzKibeQ,Propaganda Coffee,Cafes,4.0,72,1,236.00349666542465
513,Marinaside & Cooperage,49.273833,-123.114373,s0INTkNshIntfZpKzeaHQA,Passione Gelato,Ice Cream & Frozen Yogurt,5.0,92,3,214.03289585244474
514,Marinaside & Cooperage,49.273833,-123.114373,3r3RHfuLPgRSiRkp5udXSw,Honey Salt,Canadian (New),3.5,261,2,203.994351153371
515,Marinaside & Cooperage,49.273833,-123.114373,p8lxRgWWIFhWuecUwWFVOg,FRESH Sushi,Japanese,4.0,125,2,215.5519348757094
516,Marinaside & Cooperage,49.273833,-123.114373,Gi947_kXfuNiNgKuZFCdkw,D/6 Bar & Lounge,Tapas Bars,3.5,45,3,187.23914144748392
517,Marinaside & Cooperage,49.273833,-123.114373,DP0wh5OH8KTe2N8j1nUfHQ,BC Kitchen,Bars,3.5,32,2,203.994351153371
518,Marinaside & Cooperage,49.273833,-123.114373,q9zrBjnDDhcG2Lq3b2fE8w,Mrkt East,Japanese,2.5,19,2,171.7551419572523
519,Bidwell & Burnaby,49.28526,-123.141809,sCyqVDtWysnVwkUvyN-uUQ,Bella Gelateria,Desserts,4.0,888,3,157.60657789575464
520,Bidwell & Burnaby,49.28526,-123.141809,7MTK1nzefMtcsz8eM2XYdg,Cactus Club Cafe,Canadian (New),3.5,313,2,193.85689145723504
521,Bidwell & Burnaby,49.28526,-123.141809,zT52LsGTubIq2Kq7gTwkkA,Red Umbrella Cafe,Breakfast & Brunch,3.5,193,2,168.11730171830746
522,Bidwell & Burnaby,49.28526,-123.141809,gVnMnxlnb9cVPWJCLEnumg,Hook Seabar,Seafood,3.5,111,3,178.91248749543504
523,Bidwell & Burnaby,49.28526,-123.141809,xhDQ6kdJWnsxmfaGs1nYcA,The Three Brits Public House,Pubs,3.5,99,2,205.06560455617708
524,Bidwell & Burnaby,49.28526,-123.141809,-kPDlMIs5DBkQgxWaWvvBQ,The Bayside Lounge,Lounges,3.5,105,2,223.7269128063583
525,Bidwell & Burnaby,49.28526,-123.141809,h4hJ1xxFmMPjhNpuPoFQNw,Won More Szechuan Cuisine,Chinese,4.0,75,2,223.26767763052493
526,Bidwell & Burnaby,49.28526,-123.141809,6ELhQh_Ha7RHOWBi0XvaXQ,The Park Pub,Gastropubs,3.5,65,2,195.04582335553528
527,Bidwell & Burnaby,49.28526,-123.141809,yBL2cgWi-S-PafOy3mF_Og,Yummy To Go,Japanese,3.5,68,1,161.40992259564564
528,Bidwell & Burnaby,49.28526,-123.141809,pFBYJpcV8f72MOsL7G4M4A,Marble Slab Creamery,Ice Cream & Frozen Yogurt,3.5,85,2,223.26767763052493
529,Bidwell & Burnaby,49.28526,-123.141809,u5vMMJtP2EWcN1W4-fHiQQ,JJ Bean Coffee Roasters,Coffee Roasteries,3.5,26,1,158.52516200088874
530,Bidwell & Burnaby,49.28526,-123.141809,-lY3lB_-zDY5EKo0WW1dVA,Starbucks,Coffee & Tea,3.5,31,2,218.66592175895983
531,Bidwell & Burnaby,49.28526,-123.141809,rGjgks0My54TLG5_L5usSA,Shamrock Alley,Irish,3.0,31,2,233.21609976720606
532,Bidwell & Burnaby,49.28526,-123.141809,w6VnEm6RPDGpiR0rLYH02A,McDonald's,Fast Food,2.5,16,1,204.00457400567126
533,Bidwell & Burnaby,49.28526,-123.141809,AjKf8OamBN6ueuAmdjierA,Davie Street Market,Grocery,1.5,2,1,177.93362598861103
534,Robson & Granville,49.281506,-123.120101,VPqWLp9kMiZEbctCebIZUA,Medina Cafe,Breakfast & Brunch,4.0,2549,2,251.77910752325286
535,Robson & Granville,49.281506,-123.120101,a7YBnJsJUSg5AnfDM9ZmYg,Japadog,Hot Dogs,4.0,813,1,184.72582489543078
536,Robson & Granville,49.281506,-123.120101,3ByjrLF8nyArUxvO6vqJCw,Incognito Coffee,Coffee & Tea,5.0,146,2,130.37704890669966
537,Robson & Granville,49.281506,-123.120101,nV-MkqGnkH1fyxuVCs5Jpw,JOEY Burrard,Canadian (New),4.0,532,2,264.03454733992106
538,Robson & Granville,49.281506,-123.120101,3rymK-sN2iuN3R0crSBQVQ,Viet Sub,Vietnamese,4.0,269,1,197.6029901716842
539,Robson & Granville,49.281506,-123.120101,EqvTmPu69ScPFotIz8h_xA,Mom's Grilled Cheese Truck,Sandwiches,4.0,193,1,174.44583799452147
540,Robson & Granville,49.281506,-123.120101,8-l4x9EYK6JAbMycfrDU3Q,JINYA Ramen Bar - Vancouver,Ramen,4.0,409,2,205.43632071442443
541,Robson & Granville,49.281506,-123.120101,rG0O37CBD7F-kHmIw7skQw,Eat Chicken Wraps,Food Trucks,4.5,61,1,56.05088221070157
542,Robson & Granville,49.281506,-123.120101,HrmXBx51bAXftEMAJy0iew,Hubbub,Sandwiches,4.0,226,1,219.26689478412192
543,Robson & Granville,49.281506,-123.120101,gdUW6MpgUUzbQnhPA_9qdA,TacoFino,Mexican,4.0,158,1,76.40294536761833
544,Robson & Granville,49.281506,-123.120101,P_qoxhnolvyTF4nklac8iQ,Five Guys,Burgers,3.5,200,2,88.735298851321
545,Robson & Granville,49.281506,-123.120101,2vXKCM4qvVhCiYuCjOSMEw,Bacchus Restaurant & Lounge,Lounges,4.0,181,3,218.4479381260009
546,Robson & Granville,49.281506,-123.120101,S-wgeQmV5v4g4wti05zUlQ,Tendon Kohaku,Japanese,4.0,72,2,131.9966452115921
547,Robson & Granville,49.281506,-123.120101,7tG5HXPSwk98q0Cc_ICicQ,Uva Wine & Cocktail Bar,Wine Bars,4.0,203,2,232.0728919644925
548,Robson & Granville,49.281506,-123.120101,JiWMDZKt-2firk2bYrwiyA,The Lennox Pub,Pubs,3.5,135,2,57.30883334010437
549,Robson & Granville,49.281506,-123.120101,ywQURBD1vMyztDfIeiWtGQ,Cafe Crepe,Creperies,3.0,265,2,45.939168003001164
